date,symbol,volume.x,close.x,adjusted.x,symbol2,ratio.x,volume.y,close.y,adjusted.y,ccl
2020-11-04,EDN.BA,127511,26.6,26.6,EDN,20,12000,3.36,3.36,158.33333333333334
2020-11-05,EDN.BA,232460,27.450001,27.450001,EDN,20,17500,3.43,3.43,160.05831486880464
2020-11-06,EDN.BA,181839,27.950001,27.950001,EDN,20,13700,3.58,3.58,156.14525698324022
2020-11-09,EDN.BA,301242,27.6,27.6,EDN,20,26600,3.63,3.63,152.06611570247935
2020-11-10,EDN.BA,190072,28.799999,28.799999,EDN,20,9800,3.74,3.74,154.0106898395722
2020-11-11,EDN.BA,368077,28.9,28.9,EDN,20,38200,3.62,3.62,159.6685082872928
2020-11-12,EDN.BA,206272,27.75,27.75,EDN,20,73100,3.59,3.59,154.59610027855155
2020-11-13,EDN.BA,267768,27.4,27.4,EDN,20,33400,3.53,3.53,155.24079320113316
2020-11-16,EDN.BA,122941,27.75,27.75,EDN,20,32200,3.62,3.62,153.31491712707182
2020-11-17,EDN.BA,141882,27.5,27.5,EDN,20,23200,3.56,3.56,154.4943820224719
2020-11-18,EDN.BA,147166,27.549999,27.549999,EDN,20,29800,3.52,3.52,156.53408522727275
2020-11-19,EDN.BA,236828,26.700001,26.700001,EDN,20,45700,3.41,3.41,156.59824633431083
2020-11-20,EDN.BA,419291,25.950001,25.950001,EDN,20,31300,3.31,3.31,156.79758912386706
2020-11-24,EDN.BA,875434,26.5,26.5,EDN,20,74900,3.35,3.35,158.2089552238806
2020-11-25,EDN.BA,461260,26.450001,26.450001,EDN,20,64300,3.43,3.43,154.22741107871718
2020-11-26,EDN.BA,177097,26.450001,26.450001,EDN,20,NA,NA,NA,NA
2020-11-27,EDN.BA,462894,27.4,27.4,EDN,20,57900,3.62,3.62,151.38121546961327
2020-11-30,EDN.BA,248491,26.65,26.65,EDN,20,349900,3.38,3.38,157.6923076923077
2020-12-01,EDN.BA,477240,27.1,27.1,EDN,20,49300,3.48,3.48,155.7471264367816
2020-12-02,EDN.BA,529121,27.6,27.6,EDN,20,76000,3.62,3.62,152.48618784530387
2020-12-03,EDN.BA,640840,27.65,27.65,EDN,20,106800,3.57,3.57,154.90196078431373
2020-12-04,EDN.BA,327311,27,27,EDN,20,46300,3.66,3.66,147.54098360655738
2020-12-09,EDN.BA,380638,26.299999,26.299999,EDN,20,35700,3.58,3.58,146.92736871508382
2020-12-10,EDN.BA,368741,26.25,26.25,EDN,20,37400,3.59,3.59,146.23955431754877
2020-12-11,EDN.BA,202370,26.15,26.15,EDN,20,21300,3.58,3.58,146.08938547486034
2020-12-14,EDN.BA,297501,25.799999,25.799999,EDN,20,16200,3.53,3.53,146.17563172804535
2020-12-15,EDN.BA,242977,26.049999,26.049999,EDN,20,23900,3.6,3.6,144.72221666666667
2020-12-16,EDN.BA,126436,25.9,25.9,EDN,20,43800,3.59,3.59,144.28969359331478
2020-12-17,EDN.BA,393420,26.200001,26.200001,EDN,20,58100,3.73,3.73,140.48257908847182
2020-12-18,EDN.BA,621668,25.65,25.65,EDN,20,53100,3.63,3.63,141.3223140495868
2020-12-21,EDN.BA,315745,24.85,24.85,EDN,20,50600,3.62,3.62,137.292817679558
2020-12-22,EDN.BA,237813,24.9,24.9,EDN,20,9600,3.61,3.61,137.95013850415512
2020-12-23,EDN.BA,27497,25.75,25.75,EDN,20,23900,3.6,3.6,143.05555555555554
2020-12-28,EDN.BA,164424,26.049999,26.049999,EDN,20,47300,3.81,3.81,136.74540157480317
2020-12-29,EDN.BA,1896968,29.700001,29.700001,EDN,20,341200,4.24,4.24,140.0943443396226
2020-12-30,EDN.BA,778230,28.6,28.6,EDN,20,186900,4.14,4.14,138.16425120772948
2021-01-04,EDN.BA,407748,28.1,28.1,EDN,20,93300,3.88,3.88,144.84536082474227
2021-01-05,EDN.BA,219021,27.75,27.75,EDN,20,93700,3.6,3.6,154.16666666666666
2021-01-06,EDN.BA,442958,27.549999,27.549999,EDN,20,76800,3.77,3.77,146.15384084880637
2021-01-07,EDN.BA,301666,27.15,27.15,EDN,20,23800,3.76,3.76,144.41489361702128
2021-01-08,EDN.BA,206799,26.9,26.9,EDN,20,24700,3.7,3.7,145.4054054054054
2021-01-11,EDN.BA,261582,25.799999,25.799999,EDN,20,38500,3.54,3.54,145.76270621468927
2021-01-12,EDN.BA,165544,26.1,26.1,EDN,20,26500,3.56,3.56,146.62921348314606
2021-01-13,EDN.BA,156657,26.5,26.5,EDN,20,48000,3.54,3.54,149.71751412429379
2021-01-14,EDN.BA,154841,26.700001,26.700001,EDN,20,32500,3.72,3.72,143.54839247311827
2021-01-15,EDN.BA,244969,27.049999,27.049999,EDN,20,23800,3.64,3.64,148.62636813186813
2021-01-18,EDN.BA,65696,26.700001,26.700001,EDN,20,NA,NA,NA,NA
2021-01-19,EDN.BA,146859,27.35,27.35,EDN,20,41000,3.68,3.68,148.6413043478261
2021-01-20,EDN.BA,144292,27.25,27.25,EDN,20,30100,3.66,3.66,148.9071038251366
2021-01-21,EDN.BA,478844,25.700001,25.700001,EDN,20,125200,3.43,3.43,149.85423323615157
2021-01-22,EDN.BA,216355,26.1,26.1,EDN,20,12100,3.5,3.5,149.14285714285714
2021-01-25,EDN.BA,389020,26.65,26.65,EDN,20,38000,3.63,3.63,146.831955922865
2021-01-26,EDN.BA,414921,27.15,27.15,EDN,20,45000,3.65,3.65,148.76712328767124
2021-01-27,EDN.BA,229734,27.25,27.25,EDN,20,29000,3.63,3.63,150.13774104683196
2021-01-28,EDN.BA,266273,26.799999,26.799999,EDN,20,26700,3.49,3.49,153.58165616045846
2021-01-29,EDN.BA,201637,26.1,26.1,EDN,20,55000,3.39,3.39,153.98230088495575
2021-02-01,EDN.BA,47241,26.4,26.4,EDN,20,9000,3.45,3.45,153.04347826086956
2021-02-02,EDN.BA,169628,26.9,26.9,EDN,20,37100,3.53,3.53,152.40793201133144
2021-02-03,EDN.BA,524034,28.25,28.25,EDN,20,85100,3.78,3.78,149.47089947089947
2021-02-04,EDN.BA,543103,28.450001,28.450001,EDN,20,40900,3.72,3.72,152.9569946236559
2021-02-05,EDN.BA,537614,27.450001,27.450001,EDN,20,45500,3.62,3.62,151.65746408839777
2021-02-08,EDN.BA,860958,27.700001,27.700001,EDN,20,66200,3.62,3.62,153.03867955801104
2021-02-09,EDN.BA,338903,28.1,28.1,EDN,20,36400,3.68,3.68,152.7173913043478
2021-02-10,EDN.BA,111792,28.299999,28.299999,EDN,20,37500,3.72,3.72,152.15053225806452
2021-02-11,EDN.BA,142565,27.700001,27.700001,EDN,20,31500,3.74,3.74,148.12834759358287
2020-08-14,GGAL.BA,2353852,145.050003,145.050003,GGAL,10,622100,11.37,11.241402,127.57256200527706
2020-08-18,GGAL.BA,2401189,137.300003,137.300003,GGAL,10,1013600,10.66,10.539432,128.79925234521576
2020-08-19,GGAL.BA,3030401,138.199997,138.199997,GGAL,10,1258500,10.37,10.252711,133.26904243008678
2020-08-20,GGAL.BA,3389085,137.800003,137.800003,GGAL,10,1465000,10.25,10.134069,134.4390273170732
2020-08-21,GGAL.BA,5824480,135.800003,135.800003,GGAL,10,1508100,10.11,9.995652,134.3224559841741
2020-08-24,GGAL.BA,2853528,135.199997,135.199997,GGAL,10,1306800,10.06,9.946218,134.39363518886677
2020-08-25,GGAL.BA,4501558,133.949997,133.949997,GGAL,10,1204600,10.17,10.054974,131.71091150442476
2020-08-26,GGAL.BA,3060323,130.25,130.25,GGAL,10,923200,10.04,9.926444,129.73107569721117
2020-08-27,GGAL.BA,4029071,124.800003,124.800003,GGAL,10,585200,9.9,9.788027,126.0606090909091
2020-08-28,GGAL.BA,3297567,133.050003,133.050003,GGAL,10,949300,10.6,10.480111,125.518870754717
2020-08-31,GGAL.BA,3002832,133.350006,133.350006,GGAL,10,1591100,10.33,10.213164,129.0900348499516
2020-09-01,GGAL.BA,2285759,131.949997,131.949997,GGAL,10,579500,10.4,10.282372,126.8749971153846
2020-09-02,GGAL.BA,3311816,125.849998,125.849998,GGAL,10,1222100,10.11,9.995652,124.48071018793276
2020-09-03,GGAL.BA,1511932,125.699997,125.699997,GGAL,10,920300,10.28,10.16373,122.27626167315174
2020-09-04,GGAL.BA,1570749,126.099998,126.099998,GGAL,10,757800,10.18,10.064861,123.87033202357564
2020-09-07,GGAL.BA,801802,129.949997,129.949997,GGAL,10,NA,NA,NA,NA
2020-09-08,GGAL.BA,2097432,128.100006,128.100006,GGAL,10,753300,10.26,10.143956,124.85380701754387
2020-09-09,GGAL.BA,1927942,131.449997,131.449997,GGAL,10,816700,10.28,10.16373,127.86964688715953
2020-09-10,GGAL.BA,3701218,133.199997,133.199997,GGAL,10,900300,10.25,10.134069,129.95121658536584
2020-09-11,GGAL.BA,3142345,127.599998,127.599998,GGAL,10,1001800,9.74,9.629837,131.00615811088295
2020-09-14,GGAL.BA,3870921,121.099998,121.099998,GGAL,10,1711200,9.21,9.105832,131.48751140065147
2020-09-15,GGAL.BA,3351626,118.550003,118.550003,GGAL,10,1635100,9.17,9.066284,129.28026499454745
2020-09-16,GGAL.BA,5235132,107.849998,107.849998,GGAL,10,2937000,8.36,8.265445,129.00717464114834
2020-09-17,GGAL.BA,5809352,102.050003,102.050003,GGAL,10,1690700,7.88,7.790874,129.5050799492386
2020-09-18,GGAL.BA,3229102,107.449997,107.449997,GGAL,10,3220500,7.86,7.771101,136.70483078880406
2020-09-21,GGAL.BA,1826574,105.699997,105.699997,GGAL,10,1522300,7.6,7.514041,139.07894342105263
2020-09-22,GGAL.BA,2649455,104.449997,104.449997,GGAL,10,1276600,7.25,7.168,144.06896137931034
2020-09-23,GGAL.BA,2471501,103.199997,103.199997,GGAL,10,1511700,6.86,6.782411,150.4373134110787
