date,symbol,close.x,symbol2,ratio.x,close.y,ccl
2020-09-04,EDN.BA,21.549999,EDN,20,3.48,123.85056896551724
2020-09-08,EDN.BA,21.5,EDN,20,3.48,123.5632183908046
2020-09-09,EDN.BA,21.799999,EDN,20,3.49,124.92836103151862
2020-09-10,EDN.BA,22.299999,EDN,20,3.52,126.70453977272727
2020-09-11,EDN.BA,21.9,EDN,20,3.45,126.95652173913042
2020-09-14,EDN.BA,21.25,EDN,20,3.38,125.7396449704142
2020-09-15,EDN.BA,21.200001,EDN,20,3.43,123.61516618075801
2020-09-16,EDN.BA,19.85,EDN,20,3.11,127.65273311897107
2020-09-17,EDN.BA,18.65,EDN,20,3.09,120.71197411003237
2020-09-18,EDN.BA,21,EDN,20,3.18,132.0754716981132
2020-09-21,EDN.BA,20.6,EDN,20,3.08,133.76623376623377
2020-09-22,EDN.BA,21.450001,EDN,20,2.98,143.95973825503356
2020-09-23,EDN.BA,22,EDN,20,2.93,150.1706484641638
2020-09-24,EDN.BA,22.450001,EDN,20,3.15,142.5396888888889
2020-09-25,EDN.BA,22.5,EDN,20,3.14,143.31210191082803
2020-09-28,EDN.BA,22.25,EDN,20,3.1,143.54838709677418
2020-09-29,EDN.BA,21.799999,EDN,20,3.09,141.10031715210357
2020-09-30,EDN.BA,22.75,EDN,20,3.11,146.30225080385853
2020-10-01,EDN.BA,23.299999,EDN,20,3.17,147.00314826498422
2020-10-02,EDN.BA,23.35,EDN,20,3.12,149.67948717948718
2020-10-05,EDN.BA,23.1,EDN,20,3.06,150.98039215686273
2020-10-06,EDN.BA,21.950001,EDN,20,2.9,151.3793172413793
2020-10-07,EDN.BA,21.5,EDN,20,2.88,149.30555555555557
2020-10-08,EDN.BA,21.85,EDN,20,2.92,149.65753424657535
2020-10-09,EDN.BA,22.299999,EDN,20,2.95,151.18643389830507
2020-10-13,EDN.BA,22.75,EDN,20,2.99,152.17391304347825
2020-10-14,EDN.BA,23.85,EDN,20,3.03,157.42574257425744
2020-10-15,EDN.BA,24.75,EDN,20,3.1,159.67741935483872
2020-10-16,EDN.BA,26.4,EDN,20,3.19,165.51724137931035
2020-10-19,EDN.BA,29.049999,EDN,20,3.65,159.1780767123288
2020-10-20,EDN.BA,29.5,EDN,20,3.53,167.1388101983003
2020-10-21,EDN.BA,28.950001,EDN,20,3.15,183.80953015873015
2020-10-22,EDN.BA,29.25,EDN,20,3.39,172.56637168141592
2020-10-23,EDN.BA,30.65,EDN,20,3.48,176.14942528735634
2020-10-26,EDN.BA,29.450001,EDN,20,3.52,167.32955113636362
2020-10-27,EDN.BA,27.65,EDN,20,3.45,160.28985507246375
2020-10-28,EDN.BA,25.700001,EDN,20,3.27,157.18655045871557
2020-10-29,EDN.BA,26.75,EDN,20,3.34,160.1796407185629
2020-10-30,EDN.BA,26.450001,EDN,20,3.32,159.33735542168674
2020-11-02,EDN.BA,27,EDN,20,3.52,153.4090909090909
2020-11-03,EDN.BA,27.25,EDN,20,3.38,161.24260355029585
2020-11-04,EDN.BA,26.6,EDN,20,3.36,158.33333333333334
2020-11-05,EDN.BA,27.450001,EDN,20,3.43,160.05831486880464
2020-11-06,EDN.BA,27.950001,EDN,20,3.58,156.14525698324022
2020-11-09,EDN.BA,27.6,EDN,20,3.63,152.06611570247935
2020-11-10,EDN.BA,28.799999,EDN,20,3.74,154.0106898395722
2020-11-11,EDN.BA,28.9,EDN,20,3.62,159.6685082872928
2020-11-12,EDN.BA,27.75,EDN,20,3.59,154.59610027855155
2020-11-13,EDN.BA,27.4,EDN,20,3.53,155.24079320113316
2020-11-16,EDN.BA,27.75,EDN,20,3.62,153.31491712707182
2020-11-17,EDN.BA,27.5,EDN,20,3.56,154.4943820224719
2020-11-18,EDN.BA,27.549999,EDN,20,3.52,156.53408522727275
2020-11-19,EDN.BA,26.700001,EDN,20,3.41,156.59824633431083
2020-11-20,EDN.BA,25.950001,EDN,20,3.31,156.79758912386706
2020-11-24,EDN.BA,26.5,EDN,20,3.35,158.2089552238806
2020-11-25,EDN.BA,26.450001,EDN,20,3.43,154.22741107871718
2020-11-27,EDN.BA,27.4,EDN,20,3.62,151.38121546961327
2020-11-30,EDN.BA,26.65,EDN,20,3.38,157.6923076923077
2020-12-01,EDN.BA,27.1,EDN,20,3.48,155.7471264367816
2020-12-02,EDN.BA,27.6,EDN,20,3.62,152.48618784530387
2020-12-03,EDN.BA,27.65,EDN,20,3.57,154.90196078431373
2020-12-04,EDN.BA,27,EDN,20,3.66,147.54098360655738
2020-12-09,EDN.BA,26.299999,EDN,20,3.58,146.92736871508382
2020-12-10,EDN.BA,26.25,EDN,20,3.59,146.23955431754877
2020-12-11,EDN.BA,26.15,EDN,20,3.58,146.08938547486034
2020-12-14,EDN.BA,25.799999,EDN,20,3.53,146.17563172804535
2020-12-15,EDN.BA,26.049999,EDN,20,3.6,144.72221666666667
2020-12-16,EDN.BA,25.9,EDN,20,3.59,144.28969359331478
2020-12-17,EDN.BA,26.200001,EDN,20,3.73,140.48257908847182
2020-12-18,EDN.BA,25.65,EDN,20,3.63,141.3223140495868
2020-12-21,EDN.BA,24.85,EDN,20,3.62,137.292817679558
2020-12-22,EDN.BA,24.9,EDN,20,3.61,137.95013850415512
2020-12-23,EDN.BA,25.75,EDN,20,3.6,143.05555555555554
2020-12-28,EDN.BA,26.049999,EDN,20,3.81,136.74540157480317
2020-12-29,EDN.BA,29.700001,EDN,20,4.24,140.0943443396226
2020-12-30,EDN.BA,28.6,EDN,20,4.14,138.16425120772948
2021-01-04,EDN.BA,28.1,EDN,20,3.88,144.84536082474227
2021-01-05,EDN.BA,27.75,EDN,20,3.6,154.16666666666666
2021-01-06,EDN.BA,27.549999,EDN,20,3.77,146.15384084880637
2021-01-07,EDN.BA,27.15,EDN,20,3.76,144.41489361702128
2021-01-08,EDN.BA,26.9,EDN,20,3.7,145.4054054054054
2021-01-11,EDN.BA,25.799999,EDN,20,3.54,145.76270621468927
2021-01-12,EDN.BA,26.1,EDN,20,3.56,146.62921348314606
2021-01-13,EDN.BA,26.5,EDN,20,3.54,149.71751412429379
2021-01-14,EDN.BA,26.700001,EDN,20,3.72,143.54839247311827
2021-01-15,EDN.BA,27.049999,EDN,20,3.64,148.62636813186813
2021-01-19,EDN.BA,27.35,EDN,20,3.68,148.6413043478261
2021-01-20,EDN.BA,27.25,EDN,20,3.66,148.9071038251366
2021-01-21,EDN.BA,25.700001,EDN,20,3.43,149.85423323615157
2021-01-22,EDN.BA,26.1,EDN,20,3.5,149.14285714285714
2021-01-25,EDN.BA,26.65,EDN,20,3.63,146.831955922865
2021-01-26,EDN.BA,27.15,EDN,20,3.65,148.76712328767124
2021-01-27,EDN.BA,27.25,EDN,20,3.63,150.13774104683196
2021-01-28,EDN.BA,26.799999,EDN,20,3.49,153.58165616045846
2021-01-29,EDN.BA,26.1,EDN,20,3.39,153.98230088495575
2021-02-01,EDN.BA,26.4,EDN,20,3.45,153.04347826086956
2021-02-02,EDN.BA,26.9,EDN,20,3.53,152.40793201133144
2021-02-03,EDN.BA,28.25,EDN,20,3.78,149.47089947089947
2021-02-04,EDN.BA,28.450001,EDN,20,3.72,152.9569946236559
2021-02-05,EDN.BA,27.450001,EDN,20,3.62,151.65746408839777
2021-02-08,EDN.BA,27.700001,EDN,20,3.62,153.03867955801104
2021-02-09,EDN.BA,28.1,EDN,20,3.68,152.7173913043478
2021-02-10,EDN.BA,28.299999,EDN,20,3.72,152.15053225806452
2021-02-11,EDN.BA,27.700001,EDN,20,3.74,148.12834759358287
2020-08-14,GGAL.BA,145.050003,GGAL,10,11.37,127.57256200527706
2020-08-18,GGAL.BA,137.300003,GGAL,10,10.66,128.79925234521576
2020-08-19,GGAL.BA,138.199997,GGAL,10,10.37,133.26904243008678
2020-08-20,GGAL.BA,137.800003,GGAL,10,10.25,134.4390273170732
2020-08-21,GGAL.BA,135.800003,GGAL,10,10.11,134.3224559841741
2020-08-24,GGAL.BA,135.199997,GGAL,10,10.06,134.39363518886677
2020-08-25,GGAL.BA,133.949997,GGAL,10,10.17,131.71091150442476
2020-08-26,GGAL.BA,130.25,GGAL,10,10.04,129.73107569721117
2020-08-27,GGAL.BA,124.800003,GGAL,10,9.9,126.0606090909091
2020-08-28,GGAL.BA,133.050003,GGAL,10,10.6,125.518870754717
2020-08-31,GGAL.BA,133.350006,GGAL,10,10.33,129.0900348499516
2020-09-01,GGAL.BA,131.949997,GGAL,10,10.4,126.8749971153846
2020-09-02,GGAL.BA,125.849998,GGAL,10,10.11,124.48071018793276
2020-09-03,GGAL.BA,125.699997,GGAL,10,10.28,122.27626167315174
2020-09-04,GGAL.BA,126.099998,GGAL,10,10.18,123.87033202357564
2020-09-08,GGAL.BA,128.100006,GGAL,10,10.26,124.85380701754387
2020-09-09,GGAL.BA,131.449997,GGAL,10,10.28,127.86964688715953
2020-09-10,GGAL.BA,133.199997,GGAL,10,10.25,129.95121658536584
2020-09-11,GGAL.BA,127.599998,GGAL,10,9.74,131.00615811088295
2020-09-14,GGAL.BA,121.099998,GGAL,10,9.21,131.48751140065147
2020-09-15,GGAL.BA,118.550003,GGAL,10,9.17,129.28026499454745
2020-09-16,GGAL.BA,107.849998,GGAL,10,8.36,129.00717464114834
2020-09-17,GGAL.BA,102.050003,GGAL,10,7.88,129.5050799492386
2020-09-18,GGAL.BA,107.449997,GGAL,10,7.86,136.70483078880406
2020-09-21,GGAL.BA,105.699997,GGAL,10,7.6,139.07894342105263
2020-09-22,GGAL.BA,104.449997,GGAL,10,7.25,144.06896137931034
2020-09-23,GGAL.BA,103.199997,GGAL,10,6.86,150.4373134110787
2020-09-24,GGAL.BA,110.650002,GGAL,10,7.63,145.0196618610747
2020-09-25,GGAL.BA,107.5,GGAL,10,7.4,145.27027027027026
2020-09-28,GGAL.BA,106,GGAL,10,7.23,146.6113416320885
2020-09-29,GGAL.BA,107.199997,GGAL,10,7.16,149.7206662011173
2020-09-30,GGAL.BA,105.900002,GGAL,10,7.24,146.2707209944751
2020-10-01,GGAL.BA,108.949997,GGAL,10,7.42,146.83288005390833
2020-10-02,GGAL.BA,109.449997,GGAL,10,7.29,150.13717009602192
2020-10-05,GGAL.BA,107.800003,GGAL,10,7.12,151.40449859550563
2020-10-06,GGAL.BA,105.199997,GGAL,10,6.91,152.2431215629522
2020-10-07,GGAL.BA,106.5,GGAL,10,7.06,150.84985835694053
2020-10-08,GGAL.BA,109.949997,GGAL,10,7.25,151.65516827586205
2020-10-09,GGAL.BA,107.800003,GGAL,10,7.06,152.69122237960343
2020-10-13,GGAL.BA,107.800003,GGAL,10,6.79,158.7628910162003
2020-10-14,GGAL.BA,107.75,GGAL,10,6.61,163.0105900151286
2020-10-15,GGAL.BA,109.699997,GGAL,10,6.56,167.2256051829268
2020-10-16,GGAL.BA,114.400002,GGAL,10,6.76,169.2307721893491
2020-10-19,GGAL.BA,115.349998,GGAL,10,6.89,167.41654281567492
2020-10-20,GGAL.BA,113.75,GGAL,10,6.61,172.0877458396369
2020-10-21,GGAL.BA,115,GGAL,10,6.49,177.19568567026192
2020-10-22,GGAL.BA,119.900002,GGAL,10,6.6,181.6666696969697
2020-10-23,GGAL.BA,118.449997,GGAL,10,6.65,178.12029624060148
2020-10-26,GGAL.BA,112.199997,GGAL,10,6.72,166.96428124999997
2020-10-27,GGAL.BA,106.050003,GGAL,10,6.36,166.74528773584908
2020-10-28,GGAL.BA,97.949997,GGAL,10,6.12,160.04901470588234
2020-10-29,GGAL.BA,100.550003,GGAL,10,6.31,159.35024247226627
2020-10-30,GGAL.BA,96.400002,GGAL,10,6.26,153.99361341853034
2020-11-02,GGAL.BA,107.849998,GGAL,10,6.94,155.4034553314121
2020-11-03,GGAL.BA,108.849998,GGAL,10,7.05,154.39716028368795
2020-11-04,GGAL.BA,107.349998,GGAL,10,7.02,152.92022507122508
2020-11-05,GGAL.BA,115,GGAL,10,7.52,152.92553191489364
2020-11-06,GGAL.BA,115.25,GGAL,10,7.61,151.4454664914586
2020-11-09,GGAL.BA,122.300003,GGAL,10,8.09,151.17429295426456
2020-11-10,GGAL.BA,128.75,GGAL,10,8.8,146.30681818181816
2020-11-11,GGAL.BA,125.699997,GGAL,10,8.3,151.44577951807227
2020-11-12,GGAL.BA,119.099998,GGAL,10,7.91,150.56889759797724
2020-11-13,GGAL.BA,120.550003,GGAL,10,8.26,145.94431355932207
2020-11-16,GGAL.BA,123.849998,GGAL,10,8.37,147.96893428912784
2020-11-17,GGAL.BA,127.099998,GGAL,10,8.61,147.61904529616726
2020-11-18,GGAL.BA,124,GGAL,10,8.19,151.4041514041514
2020-11-19,GGAL.BA,124.949997,GGAL,10,8.33,149.9999963985594
2020-11-20,GGAL.BA,124.150002,GGAL,10,8.12,152.89409113300493
2020-11-24,GGAL.BA,131.800003,GGAL,10,8.82,149.43310997732428
2020-11-25,GGAL.BA,131.149994,GGAL,10,8.76,149.71460502283105
2020-11-27,GGAL.BA,136.100006,GGAL,10,9.07,150.05513340683572
2020-11-30,GGAL.BA,130.600006,GGAL,10,8.61,151.68409523809527
2020-12-01,GGAL.BA,132.149994,GGAL,10,8.86,149.1534920993228
2020-12-02,GGAL.BA,132.949997,GGAL,10,9.12,145.77850548245613
2020-12-03,GGAL.BA,133,GGAL,10,8.97,148.2720178372352
2020-12-04,GGAL.BA,130.199997,GGAL,10,9.08,143.39206718061672
2020-12-09,GGAL.BA,124.75,GGAL,10,8.79,141.9226393629124
2020-12-10,GGAL.BA,129.75,GGAL,10,9.38,138.32622601279317
2020-12-11,GGAL.BA,128.699997,GGAL,10,8.99,143.1590622914349
2020-12-14,GGAL.BA,127.050003,GGAL,10,8.81,144.21112712826334
2020-12-15,GGAL.BA,128.25,GGAL,10,9.06,141.55629139072846
2020-12-16,GGAL.BA,127.25,GGAL,10,9.04,140.7632743362832
2020-12-17,GGAL.BA,126.550003,GGAL,10,8.9,142.1910146067416
2020-12-18,GGAL.BA,121.900002,GGAL,10,8.73,139.6334501718213
2020-12-21,GGAL.BA,119.650002,GGAL,10,8.47,141.26328453364815
2020-12-22,GGAL.BA,120.650002,GGAL,10,8.45,142.7810674556213
2020-12-23,GGAL.BA,125.599998,GGAL,10,8.69,144.53394476409667
2020-12-28,GGAL.BA,125.300003,GGAL,10,8.67,144.5213414071511
2020-12-29,GGAL.BA,128.399994,GGAL,10,9.13,140.63526177437018
2020-12-30,GGAL.BA,125.75,GGAL,10,8.88,141.61036036036035
2021-01-04,GGAL.BA,123.25,GGAL,10,8.28,148.85265700483092
2021-01-05,GGAL.BA,123.650002,GGAL,10,8.19,150.97680341880343
2021-01-06,GGAL.BA,123.050003,GGAL,10,8.31,148.07461251504213
2021-01-07,GGAL.BA,123.900002,GGAL,10,8.32,148.91827163461537
2021-01-08,GGAL.BA,122.650002,GGAL,10,8.22,149.20924817518247
2021-01-11,GGAL.BA,120.25,GGAL,10,7.94,151.44836272040303
2021-01-12,GGAL.BA,121.449997,GGAL,10,8.11,149.7533871763255
2021-01-13,GGAL.BA,121.199997,GGAL,10,8.1,149.62962592592592
2021-01-14,GGAL.BA,121.199997,GGAL,10,8.27,146.5538053204353
2021-01-15,GGAL.BA,120.050003,GGAL,10,8,150.06250375000002
2021-01-19,GGAL.BA,116.949997,GGAL,10,7.78,150.3213329048843
2021-01-20,GGAL.BA,118,GGAL,10,7.88,149.74619289340103
2021-01-21,GGAL.BA,114.800003,GGAL,10,7.61,150.8541432325887
2021-01-22,GGAL.BA,113.099998,GGAL,10,7.48,151.20320588235293
2021-01-25,GGAL.BA,112.300003,GGAL,10,7.38,152.16802574525747
2021-01-26,GGAL.BA,117.800003,GGAL,10,7.78,151.41388560411312
2021-01-27,GGAL.BA,118.800003,GGAL,10,7.71,154.08560700389108
2021-01-28,GGAL.BA,119.5,GGAL,10,7.75,154.19354838709677
2021-01-29,GGAL.BA,115.699997,GGAL,10,7.46,155.09382975871313
2021-02-01,GGAL.BA,119.150002,GGAL,10,7.86,151.59033333333332
2021-02-02,GGAL.BA,119.199997,GGAL,10,7.78,153.21336375321334
2021-02-03,GGAL.BA,118.349998,GGAL,10,7.78,152.1208200514139
2021-02-04,GGAL.BA,123.449997,GGAL,10,8.02,153.9276770573566
2021-02-05,GGAL.BA,126.199997,GGAL,10,8.27,152.5997545344619
2021-02-08,GGAL.BA,126.949997,GGAL,10,8.31,152.7677460890493
2021-02-09,GGAL.BA,126.949997,GGAL,10,8.27,153.5066469165659
2021-02-10,GGAL.BA,125.949997,GGAL,10,8.13,154.92004551045508
2021-02-11,GGAL.BA,125.400002,GGAL,10,8.3,151.0843397590361
2020-08-14,YPFD.BA,723.849976,YPF,1,5.72,126.5471986013986
2020-08-18,YPFD.BA,704.849976,YPF,1,5.44,129.56801029411764
2020-08-19,YPFD.BA,721.200012,YPF,1,5.47,131.84643729433273
2020-08-20,YPFD.BA,728.150024,YPF,1,5.47,133.11700621572214
2020-08-21,YPFD.BA,715.200012,YPF,1,5.35,133.68224523364486
2020-08-24,YPFD.BA,715.700012,YPF,1,5.4,132.53703925925925
2020-08-25,YPFD.BA,717.299988,YPF,1,5.55,129.2432410810811
2020-08-26,YPFD.BA,699.25,YPF,1,5.56,125.76438848920864
2020-08-27,YPFD.BA,674.900024,YPF,1,5.38,125.44610111524165
2020-08-28,YPFD.BA,711.150024,YPF,1,5.71,124.54466269702277
2020-08-31,YPFD.BA,723.599976,YPF,1,5.58,129.67741505376344
2020-09-01,YPFD.BA,720.200012,YPF,1,5.64,127.6950375886525
2020-09-02,YPFD.BA,692.299988,YPF,1,5.54,124.96389675090252
2020-09-03,YPFD.BA,676.900024,YPF,1,5.52,122.626815942029
2020-09-04,YPFD.BA,672.25,YPF,1,5.42,124.03136531365314
2020-09-08,YPFD.BA,664.200012,YPF,1,5.44,122.09559044117647
2020-09-09,YPFD.BA,681.900024,YPF,1,5.41,126.04436672828096
2020-09-10,YPFD.BA,669.200012,YPF,1,5.16,129.68992480620156
2020-09-11,YPFD.BA,668.150024,YPF,1,5.17,129.23598143133464
2020-09-14,YPFD.BA,649.400024,YPF,1,5.06,128.33992569169962
