date,symbol,close.x,symbol2,ratio.x,close.y,ccl
2020-03-26,BMA.BA,152.850006,BMA,10,18.129999,84.3077851245331
2020-03-27,BMA.BA,137.649994,BMA,10,15.7,87.67515541401274
2020-03-30,BMA.BA,139.649994,BMA,10,16.16,86.4170754950495
2020-04-01,BMA.BA,144.399994,BMA,10,16.469999,87.67456148600859
2020-04-02,BMA.BA,150.899994,BMA,10,17.02,88.66039600470035
2020-04-03,BMA.BA,155,BMA,10,17.48,88.67276887871853
2020-04-06,BMA.BA,152.699997,BMA,10,16.74,91.21863620071684
2020-04-07,BMA.BA,147.5,BMA,10,16.34,90.26927784577724
2020-04-08,BMA.BA,153.25,BMA,10,16.120001,95.0682323158665
2020-04-13,BMA.BA,163,BMA,10,16.01,101.81136789506557
2020-04-14,BMA.BA,176.449997,BMA,10,16.459999,107.19927565001674
2020-04-15,BMA.BA,191.649994,BMA,10,17.35,110.46109164265128
2020-04-16,BMA.BA,177.699997,BMA,10,17.299999,102.71676720906169
2020-04-17,BMA.BA,169.550003,BMA,10,16.389999,103.44723205901356
2020-04-20,BMA.BA,177.699997,BMA,10,16.68,106.53477038369304
2020-04-21,BMA.BA,170.850006,BMA,10,15.59,109.58948428479795
2020-04-22,BMA.BA,170.600006,BMA,10,15.23,112.01576231122785
2020-04-23,BMA.BA,173.149994,BMA,10,15.19,113.98946280447663
2020-04-24,BMA.BA,160.899994,BMA,10,14.51,110.88903790489317
2020-04-27,BMA.BA,164,BMA,10,14.15,115.90106007067138
2020-04-28,BMA.BA,193.600006,BMA,10,16.440001,117.76155366413909
2020-04-29,BMA.BA,192.75,BMA,10,17.5,110.14285714285714
2020-04-30,BMA.BA,185.050003,BMA,10,16.309999,113.45801002195034
2020-05-04,BMA.BA,185.100006,BMA,10,16.1,114.96894782608695
2020-05-05,BMA.BA,190.050003,BMA,10,15.83,120.05685596967784
2020-05-06,BMA.BA,194.699997,BMA,10,16.379999,118.86447428965043
2020-05-07,BMA.BA,214.600006,BMA,10,17.969999,119.42126763613065
2020-05-08,BMA.BA,215.350006,BMA,10,18.51,116.34252079956781
2020-05-11,BMA.BA,234.850006,BMA,10,19.540001,120.1893520885695
2020-05-12,BMA.BA,244.550003,BMA,10,20.040001,122.03093353139054
2020-05-13,BMA.BA,230.5,BMA,10,18.27,126.16310892172962
2020-05-14,BMA.BA,234,BMA,10,19.139999,122.25705967905223
2020-05-15,BMA.BA,228.149994,BMA,10,18.719999,121.87500330528862
2020-05-18,BMA.BA,231.100006,BMA,10,19.360001,119.36983164412028
2020-05-19,BMA.BA,221.699997,BMA,10,18.48,119.96753084415583
2020-05-20,BMA.BA,227.050003,BMA,10,19.08,118.99895335429771
2020-05-21,BMA.BA,239.800003,BMA,10,20.51,116.91857776694296
2020-05-22,BMA.BA,237,BMA,10,20.799999,113.94231317030352
2020-05-26,BMA.BA,239.199997,BMA,10,20.950001,114.17660409658214
2020-05-27,BMA.BA,232.899994,BMA,10,20.610001,113.00338801536203
2020-05-28,BMA.BA,223.100006,BMA,10,19.48,114.52772381930185
2020-05-29,BMA.BA,197.449997,BMA,10,17.16,115.06410081585081
2020-06-01,BMA.BA,212.949997,BMA,10,18.24,116.74890186403509
2020-06-02,BMA.BA,237.449997,BMA,10,20.48,115.94238134765624
2020-06-03,BMA.BA,253.649994,BMA,10,21.959999,115.50546700844566
2020-06-04,BMA.BA,250.899994,BMA,10,21.559999,116.37291541618345
2020-06-05,BMA.BA,255.25,BMA,10,21.66,117.84395198522623
2020-06-08,BMA.BA,278.149994,BMA,10,23.950001,116.13777970197161
2020-06-09,BMA.BA,262.600006,BMA,10,22.18,118.39495311091075
2020-06-10,BMA.BA,262.049988,BMA,10,22.059999,118.7896644963583
2020-06-11,BMA.BA,238,BMA,10,20.08,118.52589641434264
2020-06-12,BMA.BA,243.300003,BMA,10,21.540001,112.95264238845672
2020-06-16,BMA.BA,235.5,BMA,10,20.940001,112.4641780103067
2020-06-17,BMA.BA,217.949997,BMA,10,19.780001,110.18705054666074
2020-06-18,BMA.BA,206.75,BMA,10,18.67,110.73915372254953
2020-06-19,BMA.BA,224.399994,BMA,10,20.059999,111.86440936512507
2020-06-22,BMA.BA,217.550003,BMA,10,19.27,112.89569434353919
2020-06-23,BMA.BA,218.600006,BMA,10,19.82,110.2926367305752
2020-06-24,BMA.BA,217.100006,BMA,10,19.73,110.03548200709581
2020-06-25,BMA.BA,227.100006,BMA,10,20.76,109.39306647398844
2020-06-26,BMA.BA,212.850006,BMA,10,19.65,108.32061374045804
2020-06-29,BMA.BA,209.300003,BMA,10,19.75,105.97468506329115
2020-06-30,BMA.BA,199.399994,BMA,10,18.549999,107.49326401580937
2020-07-01,BMA.BA,206.699997,BMA,10,18.76,110.18123507462685
2020-07-02,BMA.BA,201.449997,BMA,10,18.059999,111.54485501355785
2020-07-06,BMA.BA,239.350006,BMA,10,22.120001,108.20524194370518
2020-07-07,BMA.BA,230.649994,BMA,10,20.84,110.67658061420344
2020-07-08,BMA.BA,234.649994,BMA,10,21.209999,110.6317798506261
2020-07-13,BMA.BA,242,BMA,10,21.66,111.72668513388734
2020-07-14,BMA.BA,245.449997,BMA,10,21.450001,114.42889769562248
2020-07-15,BMA.BA,256.600006,BMA,10,22.51,113.99378320746335
2020-07-16,BMA.BA,254.850006,BMA,10,21.98,115.94631756141948
2020-07-17,BMA.BA,255.800003,BMA,10,21.43,119.36537704153058
2020-07-20,BMA.BA,248.050003,BMA,10,20.66,120.06292497579865
2020-07-21,BMA.BA,255.649994,BMA,10,21.51,118.85169409576939
2020-07-22,BMA.BA,272.450012,BMA,10,23.23,117.28369005596213
2020-07-23,BMA.BA,271.149994,BMA,10,23.43,115.72769696969696
2020-07-24,BMA.BA,272.100006,BMA,10,23.530001,115.63960664515061
2020-07-27,BMA.BA,282.299988,BMA,10,23.9,118.11714979079498
2020-07-28,BMA.BA,273.75,BMA,10,22.82,119.96056091148115
2020-07-29,BMA.BA,275.75,BMA,10,23.049999,119.63124163259182
2020-07-30,BMA.BA,269.149994,BMA,10,21.959999,122.56375512585404
2020-07-31,BMA.BA,266.700012,BMA,10,21.280001,125.32894711800063
2020-08-03,BMA.BA,292.549988,BMA,10,23.48,124.59539522998296
2020-08-04,BMA.BA,283.100006,BMA,10,23.23,121.86827636676712
2020-08-05,BMA.BA,274.600006,BMA,10,22.32,123.0286765232975
2020-08-06,BMA.BA,276.25,BMA,10,22.17,124.60532250789355
2020-08-07,BMA.BA,284.149994,BMA,10,22.280001,127.53589822549827
2020-08-10,BMA.BA,283.899994,BMA,10,21.950001,129.33939911893395
2020-08-11,BMA.BA,272.850006,BMA,10,20.76,131.43063872832371
2020-08-12,BMA.BA,257.75,BMA,10,19.68,130.97052845528455
2020-08-13,BMA.BA,262.5,BMA,10,20.200001,129.95048861631244
2020-08-14,BMA.BA,259.649994,BMA,10,20.24,128.28557015810276
2020-08-18,BMA.BA,245.149994,BMA,10,18.9,129.70899153439152
2020-08-19,BMA.BA,247.899994,BMA,10,18.629999,133.0649529288756
2020-08-20,BMA.BA,248.899994,BMA,10,18.440001,134.97829745237
2020-08-21,BMA.BA,245.5,BMA,10,18.219999,134.74204910768654
2020-08-24,BMA.BA,243.75,BMA,10,18.360001,132.761430677482
2020-08-25,BMA.BA,246.949997,BMA,10,18.58,132.91173143164693
2020-08-26,BMA.BA,236.899994,BMA,10,18.33,129.24167703218765
2020-08-27,BMA.BA,221.800003,BMA,10,17.879999,124.04922561796563
2020-08-28,BMA.BA,238.949997,BMA,10,19.190001,124.51797006159615
2020-08-31,BMA.BA,242.449997,BMA,10,18.950001,127.94194417192905
2020-09-01,BMA.BA,241.5,BMA,10,18.809999,128.38916153052426
2020-09-02,BMA.BA,234.850006,BMA,10,18.860001,124.52279615467678
